1	0.7786
2	0.8001
3	0.7305
4	0.5925
5	0.6237
6	0.4653
7	0.4386
8	0.4388
9	0.4402
10	0.4417
11	0.4431
12	0.4447
13	0.4465
14	0.4494
15	0.4547
16	0.4578
17	0.4601
18	0.4624
19	0.4648
20	0.4670
21	0.4690
22	0.4711
23	0.4734
24	0.4753
25	0.4769
26	0.4789
27	0.4811
28	0.4836
29	0.4860
30	0.4886
31	0.4913
32	0.4939
33	0.4968
34	0.5003
35	0.5019
36	0.4983
37	0.5003
38	0.5030
39	0.5065
40	0.5117
41	0.5176
42	0.5269
43	0.5408
44	0.5726
45	0.6245
46	0.6495
47	0.6556
48	0.6656
49	0.6719
50	0.6773
51	0.6801
52	0.6687
53	0.6917
54	0.6917
55	0.7027
56	0.6975
57	0.7141
58	0.7141
59	0.7116
60	0.6972
61	0.7038
62	0.6641
63	0.7254
64	0.7348
65	0.5561
66	0.7089
67	0.7378
68	0.7425
69	0.7455
70	0.7505
71	0.7405
72	0.6213
73	0.7062
74	0.7502
75	0.7361
76	0.3911
77	0.3806
78	0.3831
79	0.3853
80	0.3880
81	0.3910
82	0.3942
83	0.3978
84	0.4018
85	0.4048
86	0.4090
87	0.4149
88	0.4221
89	0.4313
90	0.4438
91	0.4618
92	0.4935
93	0.5960
94	0.7618
95	0.6975
96	0.2509
97	0.2394
98	0.2144
99	0.2147
100	0.2093
101	0.2098
102	0.2112
103	0.2126
104	0.2137
105	0.2144
106	0.2146
107	0.2281
108	0.2339
109	0.2347
110	0.2355
111	0.2369
112	0.2384
113	0.2404
114	0.2430
115	0.2453
116	0.2473
117	0.2495
118	0.2518
119	0.2542
120	0.2565
121	0.2594
122	0.2709
123	0.4754
124	0.4389
125	0.4657
126	0.4863
127	0.4868
128	0.4953
129	0.3469
130	0.2183
131	0.2183
132	0.2183
133	0.2183
134	0.2183
135	0.2183
136	0.2182
137	0.2182
138	0.2182
139	0.2182
140	0.2182
141	0.2182
142	0.2182
143	0.2181
144	0.2181
145	0.2182
146	0.2182
147	0.2182
148	0.2182
149	0.2182
150	0.2183
151	0.2182
152	0.2182
153	0.2183
154	0.2183
155	0.2184
156	0.2184
157	0.2185
158	0.2186
159	0.2187
160	0.2188
161	0.2186
162	0.2185
163	0.2186
164	0.2186
165	0.2187
166	0.2187
167	0.2187
168	0.2187
169	0.2188
170	0.2187
171	0.2179
172	0.2169
173	0.2169
174	0.2169
175	0.2169
176	0.2169
177	0.2170
178	0.2170
179	0.2170
180	0.2170
181	0.2171
182	0.2171
183	0.2172
184	0.2171
185	0.2171
186	0.2172
187	0.2172
188	0.2169
189	0.2169
190	0.2169
191	0.2170
192	0.2170
193	0.2170
194	0.2171
195	0.2171
196	0.2172
197	0.2172
198	0.2172
199	0.2172
200	0.2173
201	0.2173
202	0.2173
203	0.2174
204	0.2174
205	0.2175
206	0.2175
207	0.2175
208	0.2176
209	0.2176
210	0.2177
211	0.2177
212	0.2177
213	0.2178
214	0.2178
215	0.2178
216	0.2178
217	0.2178
218	0.2178
219	0.2178
220	0.2178
221	0.2179
222	0.2179
223	0.2179
224	0.2180
225	0.2180
226	0.2180
227	0.2180
228	0.2181
229	0.2181
230	0.2181
231	0.2181
232	0.2181
233	0.2182
234	0.2182
235	0.2182
236	0.2182
237	0.2182
238	0.2183
239	0.2183
240	0.2183
241	0.2183
242	0.2183
243	0.2184
244	0.2184
245	0.2184
246	0.2184
247	0.2185
248	0.2185
249	0.2181
250	0.2167
251	0.2167
252	0.2167
253	0.2167
254	0.2167
255	0.2167
256	0.2168
257	0.2168
258	0.2169
259	0.2169
260	0.2169
261	0.2170
262	0.2170
263	0.2171
264	0.2171
265	0.2171
266	0.2171
267	0.2171
268	0.2171
269	0.2172
270	0.2172
271	0.2172
272	0.2172
273	0.2173
274	0.2173
275	0.2173
276	0.2173
277	0.2173
278	0.2174
279	0.2174
280	0.2174
281	0.2174
282	0.2175
283	0.2175
284	0.2175
285	0.2176
286	0.2176
287	0.2176
288	0.2177
289	0.2177
290	0.2177
291	0.2178
292	0.2178
293	0.2178
294	0.2179
295	0.2179
296	0.2179
297	0.2179
298	0.2179
299	0.2180
300	0.2180
301	0.2180
302	0.2181
303	0.2181
304	0.2181
305	0.2182
306	0.2182
307	0.2183
308	0.2183
309	0.2183
310	0.2184
311	0.2184
312	0.2185
313	0.2186
314	0.2186
315	0.2186
316	0.2187
317	0.2187
318	0.2188
319	0.2188
320	0.2189
321	0.2189
322	0.2190
323	0.2190
324	0.2190
325	0.2190
326	0.2191
327	0.2191
328	0.2192
329	0.2192
330	0.2193
331	0.2194
332	0.2194
333	0.2195
334	0.2195
335	0.2196
336	0.2196
337	0.2197
338	0.2198
339	0.2198
340	0.2199
341	0.2196
342	0.2196
343	0.2197
344	0.2198
345	0.2199
346	0.2200
347	0.2201
348	0.2202
349	0.2203
350	0.2204
351	0.2205
352	0.2204
353	0.2205
354	0.2205
355	0.2206
356	0.2207
357	0.2208
358	0.2209
359	0.2209
360	0.2210
361	0.2211
362	0.2211
363	0.2212
364	0.2213
365	0.2214
366	0.2214
367	0.2215
368	0.2215
369	0.2216
370	0.2217
371	0.2218
372	0.2219
373	0.2220
374	0.2221
375	0.2221
376	0.2222
377	0.2223
378	0.2225
379	0.2226
380	0.2227
381	0.2228
382	0.2229
383	0.2230
384	0.2232
385	0.2233
386	0.2234
387	0.2236
388	0.2238
389	0.2240
390	0.2241
391	0.2242
392	0.2244
393	0.2246
394	0.2247
395	0.2249
396	0.2252
397	0.2254
398	0.2257
399	0.2260
400	0.2264

