1	47s
2	43s
3	43s
4	43s
5	43s
6	43s
7	43s
8	43s
9	43s
10	43s
11	43s
12	43s
13	43s
14	43s
15	43s
16	43s
17	43s
18	43s
19	43s
20	43s
21	43s
22	43s
23	43s
24	43s
25	43s
26	43s
27	43s
28	43s
29	42s
30	42s
31	42s
32	42s
33	42s
34	42s
35	42s
36	42s
37	42s
38	42s
39	42s
40	42s
41	42s
42	42s
43	42s
44	42s
45	42s
46	42s
47	42s
48	42s
49	42s
50	42s
51	42s
52	42s
53	42s
54	42s
55	42s
56	42s
57	42s
58	42s
59	42s
60	42s
61	42s
62	42s
63	42s
64	42s
65	42s
66	42s
67	42s
68	42s
69	42s
70	42s
71	42s
72	42s
73	42s
74	42s
75	42s
76	42s
77	42s
78	42s
79	42s
80	42s
81	42s
82	42s
83	42s
84	42s
85	42s
86	42s
87	42s
88	42s
89	42s
90	42s
91	42s
92	42s
93	42s
94	42s
95	42s
96	42s
97	42s
98	42s
99	42s
100	42s
101	42s
102	42s
103	42s
104	42s
105	42s
106	42s
107	42s
108	42s
109	42s
110	42s
111	42s
112	42s
113	42s
114	42s
115	42s
116	42s
117	42s
118	42s
119	42s
120	42s
121	42s
122	42s
123	42s
124	42s
125	42s
126	42s
127	42s
128	42s
129	42s
130	42s
131	42s
132	42s
133	42s
134	42s
135	42s
136	42s
137	42s
138	42s
139	42s
140	42s
141	42s
142	42s
143	42s
144	42s
145	42s
146	42s
147	42s
148	42s
149	42s
150	42s
151	42s
152	42s
153	42s
154	42s
155	42s
156	42s
157	42s
158	42s
159	42s
160	42s
161	42s
162	42s
163	42s
164	42s
165	42s
166	42s
167	42s
168	42s
169	42s
170	42s
171	42s
172	42s
173	42s
174	42s
175	42s
176	42s
177	42s
178	42s
179	42s
180	42s
181	42s
182	42s
183	42s
184	42s
185	42s
186	42s
187	42s
188	42s
189	42s
190	42s
191	42s
192	42s
193	42s
194	42s
195	42s
196	42s
197	42s
198	42s
199	42s
200	42s
201	42s
202	42s
203	42s
204	42s
205	42s
206	42s
207	42s
208	42s
209	42s
210	42s
211	42s
212	42s
213	42s
214	42s
215	42s
216	42s
217	42s
218	42s
219	42s
220	42s
221	42s
222	42s
223	42s
224	42s
225	42s
226	42s
227	42s
228	42s
229	42s
230	42s
231	42s
232	42s
233	42s
234	42s
235	42s
236	42s
237	42s
238	42s
239	42s
240	42s
241	42s
242	42s
243	42s
244	42s
245	42s
246	42s
247	42s
248	42s
249	42s
250	42s
251	42s
252	42s
253	42s
254	42s
255	42s
256	42s
257	42s
258	42s
259	42s
260	42s
261	42s
262	42s
263	42s
264	42s
265	42s
266	42s
267	42s
268	42s
269	42s
270	42s
271	42s
272	42s
273	42s
274	42s
275	42s
276	42s
277	42s
278	42s
279	42s
280	42s
281	42s
282	42s
283	42s
284	42s
285	42s
286	42s
287	42s
288	42s
289	42s
290	42s
291	42s
292	42s
293	42s
294	42s
295	42s
296	42s
297	42s
298	42s
299	42s
300	42s
301	42s
302	42s
303	42s
304	42s
305	42s
306	42s
307	42s
308	42s
309	42s
310	42s
311	42s
312	42s
313	42s
314	42s
315	42s
316	42s
317	42s
318	42s
319	42s
320	42s
321	42s
322	42s
323	42s
324	42s
325	42s
326	42s
327	42s
328	42s
329	42s
330	42s
331	42s
332	42s
333	42s
334	42s
335	42s
336	42s
337	42s
338	42s
339	42s
340	42s
341	42s
342	42s
343	42s
344	42s
345	42s
346	42s
347	42s
348	42s
349	42s
350	42s
351	42s
352	42s
353	42s
354	42s
355	42s
356	42s
357	42s
358	42s
359	42s
360	42s
361	42s
362	42s
363	42s
364	42s
365	42s
366	42s
367	42s
368	42s
369	42s
370	42s
371	42s
372	42s
373	42s
374	42s
375	42s
376	42s
377	42s
378	42s
379	42s
380	42s
381	42s
382	42s
383	42s
384	42s
385	42s
386	42s
387	42s
388	42s
389	42s
390	42s
391	42s
392	42s
393	42s
394	42s
395	42s
396	42s
397	42s
398	42s
399	42s
400	42s

